published_at,day_of_week,story_id,unique_viewers_diff,net_proceeds_video,avg_time_spent_per_user,unique_topsnaps_peruser,completion_rate,drop_off_rate,unique_completers_diff,unique_topsnap_views_diff,shares_diff,screenshots_diff,subscribers_diff,avg_shares,avg_screenshots,avg_subscribers,channels,day_name
2021-12-08 20:05:50,3,555442029047808,868811,241.71496900000002,69.726685,10.075444928571429,0.21088482,0.1480539,185285,8834932,151,1129,1172,21.57142857142857,161.28571428571428,167.42857142857144,channel_1c,Wednesday
2021-12-10 20:00:46,5,2863316365434880,1055835,1797.1529665,86.66127928571429,14.652770928571428,0.0421478927142857,0.2273681,44797,15507930,247,2061,828,35.285714285714285,294.42857142857144,118.28571428571428,channel_1c,Friday
2021-12-12 20:00:23,0,920479901198336,668811,6275.349136000002,76.47919328571429,16.798936714285713,0.0995780662857142,0.30741233,66523,11277952,288,1028,505,41.142857142857146,146.85714285714283,72.14285714285715,channel_1c,Sunday
2021-12-13 20:00:34,1,3067826981140480,649785,3849.4516609999996,57.55385014285714,10.279752,0.1467858585714285,0.22033723,94796,6603601,113,1442,723,16.142857142857142,206.0,103.28571428571428,channel_1c,Monday
2021-12-15 20:00:51,3,1442750000392192,623010,4912.2437625,69.406622,11.042311285714286,0.2191902971428571,0.14218037,136812,6916147,48,675,914,6.857142857142858,96.42857142857144,130.57142857142858,channel_1c,Wednesday
2021-12-17 20:00:15,5,350934778550272,1013061,7599.3017389999995,61.53608871428572,10.293377428571429,0.1811245628571428,0.17627864,193674,10855135,371,2789,1963,53.00000000000001,398.4285714285715,280.42857142857144,channel_1c,Friday
2021-12-19 20:00:52,0,3063430179805184,366604,2233.6501395,52.94578142857143,9.456527785714286,0.1727346057142857,0.24694024,66562,3551799,42,569,249,6.0,81.28571428571429,35.57142857142857,channel_1c,Sunday
2021-12-20 20:00:12,1,1442750363496448,1691609,26716.083920999994,77.0509197142857,13.174375,0.3209915371428571,0.20404023,538559,21994973,837,7317,14642,119.57142857142858,1045.2857142857144,2091.7142857142862,channel_1c,Monday
2021-12-22 20:00:48,3,232188594544640,521325,3914.4680309999994,61.95573442857143,9.48381707142857,0.2623244042857142,0.21572118,137477,4947110,15,909,533,2.142857142857143,129.85714285714283,76.14285714285714,channel_1c,Wednesday
2021-12-24 20:00:27,5,206898792605696,1024332,7404.762524999998,71.7769272857143,15.912444571428573,0.1178566092857143,0.22829387,118832,16104433,341,1747,1779,48.71428571428572,249.57142857142856,254.1428571428572,channel_1c,Friday
2021-12-26 20:00:46,0,1863862992039936,544851,3385.884162499999,72.30314214285714,14.402739714285715,0.0550083774285714,0.24509758,30883,7909017,73,654,789,10.428571428571429,93.42857142857144,112.71428571428574,channel_1c,Sunday
2021-12-27 20:00:56,1,2449902698569728,753875,7132.234112499999,93.46753585714286,16.967037857142856,0.0719397905714285,0.24359383,59127,13448015,428,2029,2454,61.142857142857146,289.85714285714283,350.57142857142856,channel_1c,Monday
2021-12-29 20:00:43,3,2371837726007296,792011,5389.069233500001,78.281756,14.644965357142857,0.0715079792857142,0.25440848,57217,11646850,499,4848,2011,71.28571428571429,692.5714285714286,287.2857142857143,channel_1c,Wednesday
2021-12-31 20:00:13,5,1442750402306048,955737,4992.1359035,94.67232042857144,16.972904142857143,0.0777301991428571,0.1774021,81782,17160417,515,2302,3246,73.57142857142857,328.8571428571429,463.71428571428567,channel_1c,Friday
2022-01-02 20:00:26,0,2547760453584896,868752,2476.6870875,87.0018052857143,16.042032000000003,0.0836548378571428,0.36957186,72607,13940250,474,1863,1735,67.71428571428571,266.1428571428572,247.8571428571429,channel_1c,Sunday
